date,TICKER,RET
110518,MSFT,-0.002145
140518,MSFT,0.003378
150518,MSFT,-0.007243
160518,MSFT,0.002569
170518,MSFT,-0.009985
180518,MSFT,0.001871
210518,MSFT,0.012868
220518,MSFT,-0.001025
230518,MSFT,0.011897
240518,MSFT,-0.003548
250518,MSFT,0.000509
290518,MSFT,-0.003558
300518,MSFT,0.009591
310518,MSFT,-0.001112
10618,MSFT,0.019729
40618,MSFT,0.008731
50618,MSFT,0.005115
60618,MSFT,0.002936
70618,MSFT,-0.015709
80618,MSFT,0.007435
110618,MSFT,-0.005707
120618,MSFT,0.002573
130618,MSFT,-0.004541
140618,MSFT,0.005652
150618,MSFT,-0.012719
180618,MSFT,0.007291
190618,MSFT,0
200618,MSFT,0.010014
210618,MSFT,-0.007166
220618,MSFT,-0.007218
250618,MSFT,-0.020118
260618,MSFT,0.007013
270618,MSFT,-0.015543
280618,MSFT,0.011175
290618,MSFT,-0.000203
20718,MSFT,0.014197
30718,MSFT,-0.009599
50718,MSFT,0.007168
60718,MSFT,0.014034
90718,MSFT,0.006821
100718,MSFT,0.002651
110718,MSFT,-0.001371
120718,MSFT,0.021671
130718,MSFT,0.011901
160718,MSFT,-0.004932
170718,MSFT,0.009913
180718,MSFT,-0.007834
190718,MSFT,-0.006849
200718,MSFT,0.017912
230718,MSFT,0.015997
240718,MSFT,-0.002871
250718,MSFT,0.029445
260718,MSFT,-0.010918
270718,MSFT,-0.017698
300718,MSFT,-0.021452
310718,MSFT,0.006738
10818,MSFT,0.001885
20818,MSFT,0.012138
30818,MSFT,0.004369
60818,MSFT,0.000833
70818,MSFT,0.006936
80818,MSFT,0.005603
90818,MSFT,0.001644
100818,MSFT,-0.006109
130818,MSFT,-0.007248
140818,MSFT,0.012476
150818,MSFT,-0.013509
160818,MSFT,-0.000186
170818,MSFT,-0.000557
200818,MSFT,-0.0066
210818,MSFT,-0.008328
220818,MSFT,0.010191
230818,MSFT,0.00467
240818,MSFT,0.00781
270818,MSFT,0.01107
280818,MSFT,0.006022
290818,MSFT,0.015962
300818,MSFT,-0.000625
310818,MSFT,0.003394
40918,MSFT,-0.005519
50918,MSFT,-0.028825
60918,MSFT,0.002304
70918,MSFT,-0.004874
100918,MSFT,0.010812
110918,MSFT,0.017005
120918,MSFT,0.004225
130918,MSFT,0.010742
140918,MSFT,0.004074
170918,MSFT,-0.010849
180918,MSFT,0.009542
190918,MSFT,-0.013338
200918,MSFT,0.016741
210918,MSFT,0.006076
240918,MSFT,0.003588
250918,MSFT,-0.001919
260918,MSFT,-0.004107
270918,MSFT,0.003773
280918,MSFT,-0.00035
11018,MSFT,0.010842
21018,MSFT,-0.003979
31018,MSFT,0.000174
41018,MSFT,-0.020665
51018,MSFT,-0.005852
81018,MSFT,-0.011415
91018,MSFT,0.01272
101018,MSFT,-0.054338
111018,MSFT,-0.002355
121018,MSFT,0.034558
151018,MSFT,-0.017979
161018,MSFT,0.031599
171018,MSFT,-0.002613
181018,MSFT,-0.019962
191018,MSFT,0.001475
221018,MSFT,0.008927
231018,MSFT,-0.013956
241018,MSFT,-0.053469
251018,MSFT,0.058444
261018,MSFT,-0.012373
291018,MSFT,-0.029076
301018,MSFT,-0.001155
311018,MSFT,0.029692
11118,MSFT,-0.008333
21118,MSFT,0.002266
51118,MSFT,0.012717
61118,MSFT,0.001953
71118,MSFT,0.039361
81118,MSFT,-0.001876
91118,MSFT,-0.019508
121118,MSFT,-0.024642
131118,MSFT,0.000655
141118,MSFT,-0.01412
151118,MSFT,0.022006
161118,MSFT,0.009415
191118,MSFT,-0.03389
201118,MSFT,-0.027815
211118,MSFT,0.013765
231118,MSFT,-0.000388
261118,MSFT,0.032987
271118,MSFT,0.006293
281118,MSFT,0.037148
291118,MSFT,-0.008369
301118,MSFT,0.006353
31218,MSFT,0.010822
41218,MSFT,-0.031849
61218,MSFT,0.006174
71218,MSFT,-0.040022
101218,MSFT,0.026426
111218,MSFT,0.009295
121218,MSFT,0.004512
131218,MSFT,0.003392
141218,MSFT,-0.031247
171218,MSFT,-0.029614
181218,MSFT,0.010497
191218,MSFT,-0.002693
201218,MSFT,-0.021024
211218,MSFT,-0.032312
241218,MSFT,-0.041739
261218,MSFT,0.06831
271218,MSFT,0.006166
281218,MSFT,-0.007808
311218,MSFT,0.011754
20118,KO,-0.007411
30118,KO,-0.002196
40118,KO,0.014085
50118,KO,-0.000217
80118,KO,-0.001519
90118,KO,0.005
100118,KO,-0.003461
110118,KO,-0.000651
120118,KO,0.002389
160118,KO,0.008234
170118,KO,0.006233
180118,KO,0.001282
190118,KO,0.005973
220118,KO,0.004665
230118,KO,0.001477
240118,KO,0.008008
250118,KO,0.000209
260118,KO,0.014423
290118,KO,-0.017103
300118,KO,-0.00608
310118,KO,0.003797
10218,KO,-0.002942
20218,KO,-0.015174
50218,KO,-0.039375
60218,KO,-0.004901
70218,KO,-0.002462
80218,KO,-0.032765
90218,KO,0.000696
120218,KO,0.019476
130218,KO,0.005003
140218,KO,-0.002037
150218,KO,0.01542
160218,KO,0.004466
200218,KO,-0.02201
210218,KO,-0.014776
220218,KO,0.004153
230218,KO,0.011949
260218,KO,-0.000227
270218,KO,-0.009312
280218,KO,-0.00917
10318,KO,0.004859
20318,KO,0.006677
50318,KO,0.003888
60318,KO,0.000911
70318,KO,-0.002504
80318,KO,0.014377
90318,KO,0.008324
120318,KO,-0.00647
130318,KO,0.000898
140318,KO,-0.008975
150318,KO,-0.002513
160318,KO,-0.004809
190318,KO,-0.004602
200318,KO,-0.002312
210318,KO,-0.003707
220318,KO,-0.005581
230318,KO,-0.010056
260318,KO,0.008505
270318,KO,0.004685
280318,KO,0.010026
290318,KO,0.002539
20418,KO,-0.017499
30418,KO,0.016639
40418,KO,0.019825
50418,KO,0.003617
60418,KO,-0.010811
90418,KO,-0.002049
100418,KO,0.00365
110418,KO,0
120418,KO,0.000909
130418,KO,0.010902
160418,KO,0.003819
170418,KO,0.004476
180418,KO,-0.008244
190418,KO,-0.004493
200418,KO,-0.012864
230418,KO,0.005487
240418,KO,-0.020691
250418,KO,-0.01486
260418,KO,0.007542
270418,KO,0.013099
300418,KO,-0.002309
10518,KO,-0.014349
20518,KO,-0.012444
30518,KO,-0.004042
40518,KO,0.01122
70518,KO,-0.005194
80518,KO,-0.007831
90518,KO,-0.000718
100518,KO,0.009574
110518,KO,-0.000948
140518,KO,-0.002373
150518,KO,-0.007612
160518,KO,-0.004075
170518,KO,0.018051
180518,KO,-0.002837
210518,KO,0.005453
220518,KO,-0.003773
230518,KO,0.00355
240518,KO,-0.001887
250518,KO,0.00189
290518,KO,0.006604
300518,KO,0.010544
310518,KO,-0.003014
10618,KO,0.002791
40618,KO,0.008581
50618,KO,-0.008738
60618,KO,0.008119
70618,KO,-0.00046
80618,KO,0.01174
110618,KO,0.004096
120618,KO,0.006345
130618,KO,-0.005179
140618,KO,-0.004753
150618,KO,0.012391
180618,KO,-0.012919
190618,KO,0.001148
200618,KO,-0.007798
210618,KO,-0.00393
220618,KO,0.003713
250618,KO,0.00763
260618,KO,-0.005737
270618,KO,-0.006001
280618,KO,0.009287
290618,KO,0.008972
20718,KO,-0.002508
30718,KO,0.005486
50718,KO,0.015231
60718,KO,-0.000448
90718,KO,-0.005376
100718,KO,0.012838
110718,KO,-0.004003
120718,KO,-0.002679
130718,KO,0.001567
160718,KO,-0.000224
170718,KO,0.011625
180718,KO,-0.002873
190718,KO,-0.000222
200718,KO,0.003769
230718,KO,-0.007288
240718,KO,0.006896
250718,KO,0.018339
260718,KO,0.003255
270718,KO,-0.000649
300718,KO,0.000433
310718,KO,0.008652
10818,KO,-0.005147
20818,KO,-0.004527
30818,KO,0.009528
60818,KO,0.000644
70818,KO,-0.003215
80818,KO,-0.007527
90818,KO,0.004334
100818,KO,-0.005825
130818,KO,-0.005425
140818,KO,0.001309
150818,KO,0.00414
160818,KO,0.003038
170818,KO,0.008221
200818,KO,0.00279
210818,KO,-0.010914
220818,KO,-0.006274
230818,KO,-0.005008
240818,KO,-0.001532
270818,KO,0.001315
280818,KO,-0.007004
290818,KO,-0.000882
300818,KO,-0.008383
310818,KO,-0.008454
40918,KO,0.004263
50918,KO,0.013852
60918,KO,0.008594
70918,KO,-0.001092
100918,KO,0.007437
110918,KO,-0.000868
120918,KO,0.004781
130918,KO,-0.000433
140918,KO,0.003491
170918,KO,0.007175
180918,KO,-0.00842
190918,KO,0.000653
200918,KO,0.014795
210918,KO,-0.001286
240918,KO,-0.010949
250918,KO,-0.008465
260918,KO,0.003722
270918,KO,0.00349
280918,KO,0.003912
11018,KO,0.000866
21018,KO,0.006057
31018,KO,-0.01376
41018,KO,-0.000436
51018,KO,0.000654
81018,KO,0.013078
91018,KO,-0.001936
101018,KO,-0.015305
111018,KO,-0.022767
121018,KO,0.000896
151018,KO,0.005148
161018,KO,0.012915
171018,KO,0.008134
181018,KO,-0.005451
191018,KO,0.015786
221018,KO,-0.00777
231018,KO,0.008484
241018,KO,0.007981
251018,KO,-0.004708
261018,KO,-0.012685
291018,KO,0.01176
301018,KO,0.025183
311018,KO,0.005249
11118,KO,-0.002924
21118,KO,0.005446
51118,KO,0.014375
61118,KO,0.008626
71118,KO,0.005294
81118,KO,-0.00081
91118,KO,0.007095
121118,KO,0.003824
131118,KO,-0.0002
141118,KO,-0.002006
151118,KO,-0.000402
161118,KO,0.008645
191118,KO,0.006777
201118,KO,-0.022372
211118,KO,-0.013163
231118,KO,0.005951
261118,KO,-0.00306
271118,KO,0.010231
281118,KO,0.006887
291118,KO,-0.00684
301118,KO,0.028991
31218,KO,-0.014087
41218,KO,-0.002214
61218,KO,-0.004034
71218,KO,-0.005873
101218,KO,0.003056
111218,KO,0.006093
121218,KO,-0.006459
131218,KO,0.005079
141218,KO,-0.002628
171218,KO,-0.02047
181218,KO,-0.000207
191218,KO,-0.008692
201218,KO,-0.007516
211218,KO,0.000631
241218,KO,-0.033845
261218,KO,0.021323
271218,KO,0.012569
281218,KO,-0.006943
311218,KO,0.003178
20118,XOM,0.016619
30118,XOM,0.01964
40118,XOM,0.001384
50118,XOM,-0.000806
80118,XOM,0.004496
90118,XOM,-0.004246
100118,XOM,-0.007952
110118,XOM,0.009875
120118,XOM,0.006787
160118,XOM,-0.006284
170118,XOM,0.011843
180118,XOM,-0.006477
190118,XOM,-0.003203
220118,XOM,0.012622
230118,XOM,0.000567
240118,XOM,0.002605
250118,XOM,-0.001807
260118,XOM,0.007129
290118,XOM,-0.011124
300118,XOM,-0.013976
310118,XOM,0.005992
10218,XOM,0.020275
20218,XOM,-0.050971
50218,XOM,-0.056903
60218,XOM,-0.017185
70218,XOM,-0.017996
80218,XOM,-0.011308
90218,XOM,0.00631
120218,XOM,0.008445
130218,XOM,-0.00157
140218,XOM,0.002097
150218,XOM,-0.00327
160218,XOM,0.00433
200218,XOM,-0.010321
210218,XOM,-0.011353
220218,XOM,0.012952
230218,XOM,0.022014
260218,XOM,0.016897
270218,XOM,-0.016996
280218,XOM,-0.02271
10318,XOM,-0.00713
20318,XOM,0.004654
50318,XOM,0.00953
60318,XOM,-0.00118
70318,XOM,-0.025203
80318,XOM,-0.001885
90318,XOM,0.005936
120318,XOM,0.00912
130318,XOM,-0.009436
140318,XOM,-0.012478
150318,XOM,0.011141
160318,XOM,0.009406
190318,XOM,-0.012913
200318,XOM,-0.002158
210318,XOM,0.014191
220318,XOM,-0.020522
230318,XOM,-0.008299
260318,XOM,0.015228
270318,XOM,-0.004054
280318,XOM,-0.012076
290318,XOM,0.024722
20418,XOM,-0.01863
30418,XOM,0.024583
40418,XOM,-0.001999
50418,XOM,0.01536
60418,XOM,-0.015128
90418,XOM,0
100418,XOM,0.029384
110418,XOM,0.004671
120418,XOM,-0.002712
130418,XOM,0.008029
160418,XOM,0.008993
170418,XOM,-0.002674
180418,XOM,0.011362
190418,XOM,0.002525
200418,XOM,-0.005288
230418,XOM,0.007215
240418,XOM,-0.015332
250418,XOM,0.014678
260418,XOM,0.017107
270418,XOM,-0.037967
300418,XOM,-0.000514
10518,XOM,-0.010289
20518,XOM,-0.001949
30518,XOM,-0.003385
40518,XOM,0.004703
70518,XOM,0.010923
80518,XOM,0.004502
90518,XOM,0.023563
100518,XOM,0.022395
110518,XOM,0.00465
140518,XOM,0.006767
150518,XOM,-0.000489
160518,XOM,0.002812
170518,XOM,-0.001707
180518,XOM,-0.007083
210518,XOM,0.012054
220518,XOM,-0.007778
230518,XOM,0.006247
240518,XOM,-0.022885
250518,XOM,-0.019434
290518,XOM,-0.003684
300518,XOM,0.039276
310518,XOM,-0.00319
10618,XOM,0.007262
40618,XOM,-0.01051
50618,XOM,-0.003582
60618,XOM,0.017105
70618,XOM,0.009993
80618,XOM,0.008687
110618,XOM,-0.005981
120618,XOM,-0.008183
130618,XOM,-0.011041
140618,XOM,0.004662
150618,XOM,-0.01502
180618,XOM,0.001984
190618,XOM,-0.001485
200618,XOM,-0.003098
210618,XOM,-0.009447
220618,XOM,0.021207
250618,XOM,-0.020152
260618,XOM,0.011287
270618,XOM,0.013269
280618,XOM,0.003182
290618,XOM,0.009272
20718,XOM,-0.011725
30718,XOM,0.005871
50718,XOM,0.000851
60718,XOM,0.000243
90718,XOM,0.006923
100718,XOM,0.009168
110718,XOM,-0.01279
120718,XOM,0.001211
130718,XOM,0.007498
160718,XOM,-0.009843
170718,XOM,-0.002182
180718,XOM,-0.001093
190718,XOM,-0.002554
200718,XOM,-0.007438
230718,XOM,0
240718,XOM,0.019779
250718,XOM,0.006987
260718,XOM,0.007776
270718,XOM,-0.02754
300718,XOM,-0.002197
310718,XOM,-0.002814
10818,XOM,-0.013741
20818,XOM,-0.005971
30818,XOM,0.003629
60818,XOM,-0.000249
70818,XOM,0.013594
80818,XOM,-0.006644
90818,XOM,-0.005079
100818,XOM,-0.000996
130818,XOM,-0.010829
140818,XOM,-0.003182
150818,XOM,-0.017495
160818,XOM,0.013777
170818,XOM,0.003333
200818,XOM,0.007028
210818,XOM,0.000254
220818,XOM,0.014335
230818,XOM,-0.011005
240818,XOM,0.006829
270818,XOM,0.009797
280818,XOM,-0.001493
290818,XOM,0.007225
300818,XOM,-0.004328
310818,XOM,-0.004223
40918,XOM,0.001497
50918,XOM,0.013327
60918,XOM,-0.011062
70918,XOM,0.017027
100918,XOM,-0.001466
110918,XOM,0.014074
120918,XOM,0.003258
130918,XOM,-0.009744
140918,XOM,0.007289
170918,XOM,0.005909
180918,XOM,0.002637
190918,XOM,0.011957
200918,XOM,0.002245
210918,XOM,0.004126
240918,XOM,0.01679
250918,XOM,-0.001155
260918,XOM,-0.008324
270918,XOM,-0.000117
280918,XOM,-0.008744
11018,XOM,0.009292
21018,XOM,0.007575
31018,XOM,-0.003585
41018,XOM,-0.006616
51018,XOM,-0.002804
81018,XOM,0.009257
91018,XOM,0.004412
101018,XOM,-0.023003
111018,XOM,-0.034548
121018,XOM,-0.002696
151018,XOM,-0.006881
161018,XOM,0.004702
171018,XOM,0.003695
181018,XOM,0.004294
191018,XOM,0.001466
221018,XOM,-0.010004
231018,XOM,-0.016143
241018,XOM,-0.027806
251018,XOM,0.008889
261018,XOM,-0.00996
291018,XOM,-0.006191
301018,XOM,0.022453
311018,XOM,0.011424
11118,XOM,0.012425
21118,XOM,0.015867
51118,XOM,-0.003783
61118,XOM,0.004287
71118,XOM,0.012684
81118,XOM,-0.015898
91118,XOM,-0.000245
121118,XOM,-0.01286
131118,XOM,-0.022924
141118,XOM,-0.007821
151118,XOM,0.010337
161118,XOM,0.009848
191118,XOM,0.003293
201118,XOM,-0.028402
211118,XOM,0.007665
231118,XOM,-0.026689
261118,XOM,0.019738
271118,XOM,0.000909
281118,XOM,0.01817
291118,XOM,0.007776
301118,XOM,0.005565
31218,XOM,0.021635
41218,XOM,-0.022039
61218,XOM,-0.013093
71218,XOM,-0.009568
101218,XOM,-0.014168
111218,XOM,0.001829
121218,XOM,-0.008607
131218,XOM,0.012628
141218,XOM,-0.018187
171218,XOM,-0.020376
181218,XOM,-0.027553
191218,XOM,-0.016944
201218,XOM,-0.030376
211218,XOM,-0.007431
241218,XOM,-0.038315
261218,XOM,0.047779
271218,XOM,0.004371
281218,XOM,-0.011169
311218,XOM,0.000293
20118,IBM,0.00541
30118,IBM,0.027488
40118,IBM,0.020254
50118,IBM,0.004886
80118,IBM,0.006031
90118,IBM,0.002202
100118,IBM,0.002136
110118,IBM,0.000122
120118,IBM,-0.006456
160118,IBM,0.004352
170118,IBM,0.029295
180118,IBM,0.002787
190118,IBM,-0.039912
220118,IBM,0.001417
230118,IBM,0.022448
240118,IBM,-0.005293
250118,IBM,0.000605
260118,IBM,0.011301
290118,IBM,-0.003227
300118,IBM,-0.019065
310118,IBM,0.000489
10218,IBM,-0.007941
20218,IBM,-0.020751
50218,IBM,-0.040873
60218,IBM,0.018423
70218,IBM,-0.009592
80218,IBM,-0.030939
90218,IBM,0.013009
120218,IBM,0.012641
130218,IBM,-0.004293
140218,IBM,0.0266
150218,IBM,0.008077
160218,IBM,0.00109
200218,IBM,-0.006531
210218,IBM,-0.007734
220218,IBM,-0.005066
230218,IBM,0.015276
260218,IBM,0.019676
270218,IBM,-0.012801
280218,IBM,-0.004599
10318,IBM,-0.012963
20318,IBM,0.004421
50318,IBM,0.015923
60318,IBM,-0.007837
70318,IBM,0.016697
80318,IBM,-0.013327
90318,IBM,0.019845
120318,IBM,0.005963
130318,IBM,-0.005865
140318,IBM,-0.007532
150318,IBM,0.009423
160318,IBM,0.004072
190318,IBM,-0.018158
200318,IBM,-0.007309
210318,IBM,0.003137
220318,IBM,-0.029357
230318,IBM,-0.02104
260318,IBM,0.030089
270318,IBM,-0.009519
280318,IBM,0.004016
290318,IBM,0.005966
20418,IBM,-0.021899
30418,IBM,-0.001466
40418,IBM,0.028495
50418,IBM,-0.000584
60418,IBM,-0.022463
90418,IBM,0.01408
100418,IBM,0.017683
110418,IBM,-0.000193
120418,IBM,0.017443
130418,IBM,-0.008604
160418,IBM,0.00753
170418,IBM,0.019127
180418,IBM,-0.075322
190418,IBM,-0.007326
200418,IBM,-0.018957
230418,IBM,0.006625
240418,IBM,-0.002057
250418,IBM,0.002611
260418,IBM,0.005345
270418,IBM,-0.001636
300418,IBM,-0.010377
10518,IBM,0.000276
20518,IBM,-0.017586
30518,IBM,-0.003229
40518,IBM,0.013522
70518,IBM,-0.004795
80518,IBM,-0.001536
90518,IBM,0.008252
100518,IBM,0.01143
110518,IBM,-0.000693
140518,IBM,0.00111
150518,IBM,-0.003881
160518,IBM,0.006192
170518,IBM,-0.000899
180518,IBM,-0.002907
210518,IBM,0.009786
220518,IBM,-0.002749
230518,IBM,-0.002895
240518,IBM,-0.004147
250518,IBM,-0.002985
290518,IBM,-0.016848
300518,IBM,0.009914
310518,IBM,-0.009185
10618,IBM,0.004529
40618,IBM,0.007679
50618,IBM,0.004614
60618,IBM,0.007029
70618,IBM,0.004492
80618,IBM,0.005366
110618,IBM,0.003011
120618,IBM,0.001978
130618,IBM,-0.00354
140618,IBM,-0.007858
150618,IBM,0.001309
180618,IBM,-0.006259
190618,IBM,-0.004014
200618,IBM,-0.008825
210618,IBM,-0.009675
220618,IBM,0.000212
250618,IBM,-0.017625
260618,IBM,0.00209
270618,IBM,-0.011504
280618,IBM,0.018621
290618,IBM,-0.002428
20718,IBM,0.001145
30718,IBM,-0.002073
50718,IBM,0.013327
60718,IBM,0.007424
90718,IBM,0.013405
100718,IBM,0.002216
110718,IBM,0.001589
120718,IBM,0.010418
130718,IBM,-0.003756
160718,IBM,-0.003016
170718,IBM,-0.013543
180718,IBM,0.007178
190718,IBM,0.03266
200718,IBM,-0.019365
230718,IBM,-0.004441
240718,IBM,0.004667
250718,IBM,0.00164
260718,IBM,0.000614
270718,IBM,-0.010633
300718,IBM,0.002342
310718,IBM,-0.003849
10818,IBM,-0.009867
20818,IBM,-0.003763
30818,IBM,0.033156
60818,IBM,-0.011307
70818,IBM,0.006711
80818,IBM,-0.000816
90818,IBM,-0.003744
100818,IBM,-0.002003
130818,IBM,-0.012251
140818,IBM,0.004555
150818,IBM,0.003837
160818,IBM,0.009937
170818,IBM,0.004954
200818,IBM,0.003081
210818,IBM,-0.003686
220818,IBM,-0.005001
230818,IBM,0.000895
240818,IBM,0.004609
270818,IBM,0.004451
280818,IBM,-0.000682
290818,IBM,0.006481
300818,IBM,-0.010912
310818,IBM,0.003769
40918,IBM,-0.005462
50918,IBM,0.006727
60918,IBM,-0.001841
70918,IBM,-0.006421
100918,IBM,0.001375
110918,IBM,0.005767
120918,IBM,0.000546
130918,IBM,0.016238
140918,IBM,-0.004162
170918,IBM,-0.002629
180918,IBM,0.004191
190918,IBM,0.003366
200918,IBM,0.014021
210918,IBM,0.001323
240918,IBM,-0.008722
250918,IBM,-0.007465
260918,IBM,0.018132
270918,IBM,-0.000726
280918,IBM,-0.001914
11018,IBM,0.011838
21018,IBM,0.004902
31018,IBM,-0.003447
41018,IBM,-0.012466
51018,IBM,-0.015068
81018,IBM,-0.004294
91018,IBM,-0.00775
101018,IBM,-0.030902
111018,IBM,-0.02572
121018,IBM,0.013164
151018,IBM,0.001988
161018,IBM,0.028272
171018,IBM,-0.076282
181018,IBM,-0.02611
191018,IBM,-0.011107
221018,IBM,0.007126
231018,IBM,0.009152
241018,IBM,-0.030486
251018,IBM,-0.005974
261018,IBM,-0.013128
291018,IBM,-0.041269
301018,IBM,-0.03544
311018,IBM,0.00026
11118,IBM,0.012129
21118,IBM,-0.009929
51118,IBM,0.037953
61118,IBM,0.025487
71118,IBM,0.01397
81118,IBM,0.000881
91118,IBM,0.001297
121118,IBM,-0.02137
131118,IBM,-0.000496
141118,IBM,-0.005296
151118,IBM,0.010316
161118,IBM,0.00107
191118,IBM,-0.010364
201118,IBM,-0.02585
211118,IBM,0.011689
231118,IBM,-0.011639
261118,IBM,0.020224
271118,IBM,0.003931
281118,IBM,0.024744
291118,IBM,-0.012358
301118,IBM,0.022967
31218,IBM,0.008369
41218,IBM,-0.029607
61218,IBM,0.018997
71218,IBM,-0.036882
101218,IBM,0.014999
111218,IBM,-0.001981
121218,IBM,0.002233
131218,IBM,-0.003549
141218,IBM,-0.006875
171218,IBM,-0.031693
181218,IBM,0.004737
191218,IBM,-0.001886
201218,IBM,-0.029288
211218,IBM,-0.018404
241218,IBM,-0.030377
261218,IBM,0.035512
271218,IBM,0.021456
281218,IBM,-0.006592
311218,IBM,0.005662
20118,CVX,0.019091
30118,CVX,0.007289
40118,CVX,-0.003113
50118,CVX,-0.001639
80118,CVX,0.004926
90118,CVX,-0.005368
100118,CVX,0.006414
110118,CVX,0.03039
120118,CVX,0.007769
160118,CVX,-0.011901
170118,CVX,0.002651
180118,CVX,-0.005817
190118,CVX,-0.002204
220118,CVX,0.009596
230118,CVX,-0.011617
240118,CVX,0.002824
250118,CVX,-0.005632
260118,CVX,0.004133
290118,CVX,-0.020657
300118,CVX,-0.025296
310118,CVX,0.000958
10218,CVX,0.001755
20218,CVX,-0.055666
50218,CVX,-0.050261
60218,CVX,0.04049
70218,CVX,-0.016129
80218,CVX,-0.025935
90218,CVX,0.010686
120218,CVX,0.004229
130218,CVX,-0.006054
140218,CVX,0.003001
150218,CVX,0.000176
160218,CVX,-0.003466
200218,CVX,-0.010344
210218,CVX,-0.0173
220218,CVX,0.007611
230218,CVX,0.02457
260218,CVX,0.017852
270218,CVX,-0.008639
280218,CVX,-0.014875
10318,CVX,0.001072
20318,CVX,-0.00357
50318,CVX,0.013526
60318,CVX,0.004419
70318,CVX,0.001672
80318,CVX,-0.004304
90318,CVX,0.034142
120318,CVX,-0.003668
130318,CVX,-0.002826
140318,CVX,-0.01142
150318,CVX,0.003909
160318,CVX,-0.001557
190318,CVX,-0.013085
200318,CVX,0.005356
210318,CVX,0.022183
220318,CVX,-0.028537
230318,CVX,-0.006332
260318,CVX,0.020977
270318,CVX,-0.005982
280318,CVX,-0.022327
290318,CVX,0.017306
20418,CVX,-0.015784
30418,CVX,0.023076
40418,CVX,-0.003048
50418,CVX,0.024546
60418,CVX,-0.02157
90418,CVX,0.010631
100418,CVX,0.024746
110418,CVX,0.003366
120418,CVX,-0.000168
130418,CVX,0.005787
160418,CVX,0.006504
170418,CVX,0.006297
180418,CVX,0.01943
190418,CVX,-0.000888
200418,CVX,-0.011317
230418,CVX,0.010383
240418,CVX,-0.008416
250418,CVX,0.001469
260418,CVX,0.012223
270418,CVX,0.019321
300418,CVX,-0.011925
10518,CVX,-0.001998
20518,CVX,0.005046
30518,CVX,0.004144
40518,CVX,-0.003809
70518,CVX,-0.0047
80518,CVX,0.013046
90518,CVX,0.016987
100518,CVX,0.000777
110518,CVX,0.007918
140518,CVX,0.004236
150518,CVX,-0.004985
160518,CVX,-0.001387
170518,CVX,0.007873
180518,CVX,-0.012359
210518,CVX,0.01181
220518,CVX,-0.008812
230518,CVX,0.003665
240518,CVX,-0.016239
250518,CVX,-0.03491
290518,CVX,-0.006547
300518,CVX,0.031057
310518,CVX,-0.006871
10618,CVX,-0.00362
40618,CVX,-0.012838
50618,CVX,0.003844
60618,CVX,0.005296
70618,CVX,0.029016
80618,CVX,-0.004096
110618,CVX,0.008858
120618,CVX,-0.003763
130618,CVX,-0.000079
140618,CVX,-0.004407
150618,CVX,-0.019524
180618,CVX,0.015559
190618,CVX,-0.003414
